Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3to4,Feature log2 fold change topic 3to4,Feature count topic 5to8,Feature log2 fold change topic 5to8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11to12,Feature log2 fold change topic 11to12
ENSG00000014216,CAPN1,47,-0.1608,47,-0.1603,51,-0.0117,65,0.53217,36,-0.5596,51,-0.0189,38,-0.4989
ENSG00000149798,CDC42EP2,60,2.47804,9,-0.6802,23,0.81939,3,-2.4964,16,0.18661,11,-0.4653,10,-0.6606
ENSG00000133884,DPF2,44,0.77855,31,0.20535,20,-0.5101,21,-0.4946,40,0.59075,26,-0.0918,31,0.19359
ENSG00000126391,FRMD8,19,0.56362,4,-1.7333,21,0.80305,12,-0.1818,0,-6.6415,18,0.45828,14,0.11835
ENSG00000245532,NEAT1,399,2.49347,17,-2.6074,15,-2.8880,13,-3.4288,551,3.27126,24,-2.0983,51,-1.0550
ENSG00000251562,MALAT1,1371,1.19987,375,-0.8740,283,-1.3803,201,-2.1419,1162,0.91595,986,0.64243,1334,1.34047
ENSG00000142186,SCYL1,33,-1.0245,94,0.62425,49,-0.4502,89,0.80292,44,-0.5823,58,-0.1505,41,-0.7273
ENSG00000168056,LTBP3,205,1.37243,38,-1.2862,50,-0.9504,69,-0.5332,171,1.06070,58,-0.6605,112,0.40330
ENSG00000173465,ZNRD2,33,0.28411,46,0.82527,32,0.27725,21,-0.5316,10,-1.5219,52,1.05224,20,-0.5495
ENSG00000176973,FAM89B,54,-0.0442,97,0.91118,64,0.26717,52,-0.1466,43,-0.3820,52,-0.0985,41,-0.4938
ENSG00000173442,EHBP1L1,15,-2.1333,58,-0.1614,70,0.16664,87,0.72811,67,0.06740,54,-0.2540,42,-0.6890
ENSG00000173327,MAP3K11,98,2.41694,4,-2.6451,20,-0.3509,13,-1.1367,53,1.23558,8,-1.6566,20,-0.3741
ENSG00000197136,PCNX3,9,-0.7484,13,-0.2316,19,0.35724,16,0.07477,6,-1.3570,15,-0.1036,20,0.45894
ENSG00000173039,RELA,44,1.04001,24,0.04119,17,-0.4870,11,-1.3811,46,1.09927,21,-0.1482,33,0.59670
ENSG00000172977,KAT5,39,0.19321,28,-0.3418,24,-0.6286,41,0.40338,77,1.31439,21,-0.7841,19,-0.9848
ENSG00000172922,RNASEH2C,54,0.17079,57,0.23901,44,-0.1886,48,-0.0191,75,0.69220,48,-0.0124,35,-0.5546
ENSG00000172757,CFL1,671,-0.7346,1437,0.45605,1240,0.24329,1165,0.16718,1153,0.10422,981,-0.1509,788,-0.5303
ENSG00000172803,SNX32,2,-3.6048,43,1.04830,20,-0.1875,30,0.69697,24,0.13384,10,-1.1754,14,-0.7259
ENSG00000172732,MUS81,39,0.75167,24,-0.0420,21,-0.2669,26,0.14155,35,0.58012,0,-5.0820,24,-0.0090
ENSG00000172638,EFEMP2,24,-0.1138,28,0.12972,11,-1.3644,14,-1.1852,64,1.48555,39,0.63268,40,0.76194
ENSG00000172500,FIBP,65,-0.6346,110,0.17124,110,0.19049,125,0.55386,92,-0.0982,61,-0.7427,66,-0.6521
ENSG00000175602,CCDC85B,240,-0.9820,712,0.72030,540,0.30065,436,-0.0950,262,-0.8518,604,0.44944,412,-0.1710
ENSG00000175573,C11orf68,72,-0.2233,97,0.23878,91,0.15410,101,0.42060,54,-0.6854,73,-0.2039,61,-0.5354
ENSG00000175550,DRAP1,119,0.03260,146,0.35449,81,-0.6099,112,-0.0868,149,0.38219,192,0.80155,93,-0.3934
ENSG00000175467,SART1,33,0.21152,31,0.13837,28,-0.0126,27,-0.0812,42,0.61701,16,-0.8992,27,-0.0857
ENSG00000175376,EIF1AD,13,-0.4865,33,1.01837,13,-0.5283,19,0.15561,20,0.19782,28,0.73551,8,-1.2378
ENSG00000175334,BANF1,176,0.65783,125,0.10381,98,-0.3045,112,-0.0869,179,0.68512,95,-0.3229,92,-0.4098
ENSG00000175229,GAL3ST3,9,-1.7634,35,0.32986,32,0.19292,38,0.62840,17,-0.8197,28,-0.0354,20,-0.5679
ENSG00000087365,SF3B2,96,-0.4726,181,0.53059,122,-0.1096,134,0.06769,130,-0.0012,159,0.31977,107,-0.3325
ENSG00000175115,PACS1,20,-1.2381,55,0.28141,87,1.20142,42,-0.1546,12,-1.9432,25,-0.9285,47,0.03164
ENSG00000174996,KLC2,24,-2.2124,104,-0.0136,116,0.18183,155,0.95058,105,0.00459,55,-0.9850,59,-0.9416
ENSG00000174903,RAB1B,116,0.14965,86,-0.3083,126,0.32357,115,0.19342,113,0.11011,55,-0.9985,90,-0.2592
ENSG00000174871,CNIH2,58,-2.0529,253,0.15654,299,0.47428,278,0.44067,164,-0.5120,191,-0.2819,186,-0.3534
ENSG00000174851,YIF1A,86,1.30617,25,-0.6875,28,-0.5561,30,-0.4863,72,1.00891,25,-0.6588,40,0.04622
ENSG00000179292,TMEM151A,177,0.97695,33,-1.6072,119,0.35452,124,0.56099,36,-1.4932,73,-0.4322,56,-0.9017
ENSG00000174791,RIN1,3,-2.4863,14,-0.3254,22,0.37679,16,-0.1658,0,-5.7794,28,0.72306,29,0.88561
ENSG00000174744,BRMS1,25,0.44742,8,-1.1763,26,0.56938,18,-0.1013,33,0.91467,4,-2.2161,15,-0.3116
ENSG00000174684,B4GAT1,176,-1.8826,610,-0.0068,1165,1.21472,665,0.18416,447,-0.4871,428,-0.5550,347,-0.9386
ENSG00000174547,MRPL11,14,-0.5988,9,-1.2746,16,-0.5231,28,0.66095,45,1.22107,12,-0.8776,15,-0.5326
ENSG00000174516,PELI3,17,-1.2371,69,0.92904,50,0.45490,49,0.53772,21,-0.9479,12,-1.6766,25,-0.7401
ENSG00000174483,BBS1,15,-1.0047,6,-2.2868,27,-0.1294,37,0.52714,24,-0.3180,31,0.08706,37,0.40159
ENSG00000174165,ZDHHC24,25,-0.5738,16,-1.2847,53,0.62582,33,-0.2260,51,0.49609,44,0.25262,36,-0.0725
ENSG00000174080,CTSF,163,-0.0131,143,-0.2200,153,-0.1186,192,0.34625,183,0.17400,105,-0.6914,152,-0.1304
ENSG00000173992,CCS,52,0.35125,62,0.65234,54,0.46251,33,-0.4839,67,0.77082,12,-1.8834,33,-0.3786
ENSG00000239306,RBM14,34,-0.0586,17,-1.1394,33,-0.1214,40,0.25578,48,0.47073,25,-0.5576,39,0.14316
ENSG00000173933,RBM4,61,-0.6653,120,0.37618,101,0.11546,118,0.51328,76,-0.3397,71,-0.4321,65,-0.6139
ENSG00000173914,RBM4B,25,0.74823,42,1.59874,15,-0.0427,11,-0.6858,0,-4.5673,9,-0.8830,19,0.33198
ENSG00000173898,SPTBN2,16,-3.2617,221,0.71443,178,0.40325,153,0.16629,76,-0.9546,147,0.05895,137,-0.0607
ENSG00000173599,PC,74,0.62293,46,-0.1143,34,-0.6158,37,-0.5928,65,0.42884,84,0.84730,56,0.18925
ENSG00000173621,LRFN4,28,-0.8741,26,-0.9744,63,0.42150,65,0.64302,59,0.28282,33,-0.5994,30,-0.8066
ENSG00000173227,SYT12,0,-6.1324,35,-0.1073,79,1.41445,37,-0.0197,21,-0.8769,22,-0.8026,33,-0.2247
ENSG00000173120,KDM2A,34,-0.0654,15,-1.2527,68,1.18966,31,-0.2925,43,0.29373,23,-0.6443,27,-0.4864
ENSG00000173020,GRK2,57,-1.3541,138,-0.0209,206,0.70972,146,0.09524,79,-0.8784,133,-0.0706,136,-0.0490
ENSG00000172932,ANKRD13D,25,-0.9846,56,0.21402,71,0.68767,55,0.25841,38,-0.3955,18,-1.4829,43,-0.2188
ENSG00000172613,RAD9A,12,-0.2393,17,0.23505,15,0.04688,13,-0.2871,17,0.26199,16,0.14620,16,0.13675
ENSG00000175482,POLD4,32,0.27350,28,0.09553,18,-0.6140,16,-0.9856,81,1.86497,34,0.39473,22,-0.2998
ENSG00000172531,PPP1CA,86,-0.1530,61,-0.6661,128,0.53563,96,0.03127,110,0.23728,96,0.02687,71,-0.4755
ENSG00000172508,CARNS1,659,6.20470,1,-5.1894,12,-2.5639,3,-4.6098,0,-8.8619,14,-2.2462,21,-1.7664
ENSG00000175634,RPS6KB2,32,0.32519,16,-0.7481,18,-0.5757,29,0.29387,48,0.98315,30,0.25661,15,-0.8840
ENSG00000172725,CORO1B,42,0.75873,15,-0.7873,13,-1.0530,18,-0.6852,78,1.85620,37,0.55401,19,-0.4703
ENSG00000172663,TMEM134,65,1.07055,20,-0.8213,22,-0.6808,35,0.07697,38,0.20169,10,-1.7707,43,0.44443
ENSG00000110711,AIP,37,-0.3031,55,0.32856,46,0.02422,42,-0.1297,50,0.17437,47,0.06534,45,-0.0033
ENSG00000110697,PITPNM1,17,-1.9544,124,1.11014,75,0.29876,38,-0.9902,39,-0.7473,124,1.10545,75,0.31767
ENSG00000167797,CDK2AP2,73,0.72275,24,-1.0192,37,-0.3844,29,-0.9205,108,1.38812,67,0.58807,48,0.05832
ENSG00000084207,GSTP1,399,0.95405,207,-0.1075,115,-1.0836,138,-0.9342,514,1.39149,218,-0.0278,272,0.36106
ENSG00000167792,NDUFV1,194,-0.2086,275,0.34199,235,0.09714,265,0.40278,193,-0.2174,123,-0.9110,174,-0.4089
ENSG00000110717,NDUFS8,130,-0.5178,255,0.54819,137,-0.4743,217,0.41404,181,-0.0031,143,-0.3681,161,-0.1996
ENSG00000110721,CHKA,71,0.87549,20,-1.0451,25,-0.8082,41,0.00754,38,-0.1131,72,0.90372,38,-0.1251
ENSG00000110066,KMT5B,41,0.24854,24,-0.5913,28,-0.3898,50,0.85944,33,-0.0965,10,-1.8930,28,-0.3543
ENSG00000171067,C11orf24,39,1.40617,10,-0.6669,17,0.07292,18,0.23111,17,0.07506,0,-4.2248,11,-0.6105
ENSG00000110075,PPP6R3,69,0.94427,37,-0.0513,34,-0.2121,36,-0.1328,41,0.08192,33,-0.2174,34,-0.1835
ENSG00000110090,CPT1A,7,-1.4578,5,-2.1021,13,-0.7274,9,-1.4933,81,2.46485,23,0.21334,31,0.80638
ENSG00000197345,MRPL21,49,-0.9950,141,0.64430,70,-0.5006,119,0.52993,97,0.04681,103,0.13695,63,-0.6631
ENSG00000132740,IGHMBP2,6,-1.3707,9,-0.7473,20,0.52257,20,0.71979,0,-6.7853,30,1.15803,6,-1.4007
ENSG00000110092,CCND1,64,1.96484,4,-2.3913,3,-2.6810,5,-2.2172,82,2.49486,17,-0.2733,22,0.18205
ENSG00000149716,LTO1,25,0.84932,11,-0.3882,18,0.37210,16,0.30389,1,-3.1489,9,-0.7632,12,-0.2257
ENSG00000131626,PPFIA1,56,1.05473,18,-0.6995,18,-0.7694,18,-0.8834,57,1.10588,38,0.44539,34,0.28644
ENSG00000085733,CTTN,83,0.02871,81,-0.0260,87,0.10496,105,0.56790,71,-0.2207,34,-1.3508,61,-0.5027
ENSG00000162105,SHANK2,7,-3.3624,98,0.59908,89,0.49958,82,0.45707,50,-0.4507,56,-0.2958,45,-0.6732
ENSG00000172893,DHCR7,109,0.86555,66,0.05465,61,-0.0754,66,0.08026,44,-0.5596,64,-0.0049,48,-0.4837
ENSG00000137522,RNF121,27,-0.1328,43,0.59413,34,0.24157,26,-0.2347,36,0.30963,21,-0.4952,27,-0.1640
ENSG00000137497,NUMA1,135,0.94594,41,-0.9123,68,-0.1799,80,0.14633,131,0.89593,17,-2.2002,61,-0.3638
ENSG00000184154,LRTOMT,21,0.71365,25,1.01552,10,-0.3635,9,-0.7110,6,-1.2271,8,-0.6602,20,0.77300
ENSG00000149357,LAMTOR1,185,0.17476,160,-0.0612,154,-0.1262,151,-0.2024,259,0.71356,150,-0.1617,163,-0.0266
ENSG00000110200,ANAPC15,67,0.17037,107,0.92380,60,-0.0145,52,-0.3185,71,0.25047,70,0.23396,41,-0.6298
ENSG00000165458,INPPL1,32,0.47546,12,-1.0377,17,-0.5785,10,-1.5101,65,1.64683,44,0.97573,30,0.36382
ENSG00000162129,CLPB,27,-0.5572,33,-0.2181,48,0.38289,41,0.12703,44,0.19643,23,-0.7580,38,-0.0284
ENSG00000186642,PDE2A,26,-3.1760,206,-0.1342,364,0.88742,287,0.56466,114,-1.0427,156,-0.5627,159,-0.5784
ENSG00000186635,ARAP1,65,1.27869,10,-1.5462,41,0.59450,11,-1.7972,31,0.04743,48,0.76733,38,0.42359
ENSG00000214530,STARD10,53,0.34279,51,0.28679,68,0.84677,31,-0.6495,38,-0.1568,21,-1.0926,44,0.07759
ENSG00000285693,AP002381.2,12,-0.0468,22,0.84851,9,-0.6473,17,0.70748,8,-0.7303,3,-1.8960,11,-0.2977
ENSG00000168010,ATG16L2,8,-0.7379,26,0.98069,15,0.10435,21,1.01743,0,-5.2829,0,-4.2508,9,-0.7071
ENSG00000137478,FCHSD2,73,1.83289,15,-0.7370,40,0.90130,15,-0.8731,0,-5.7034,14,-0.8585,25,0.01133
ENSG00000110237,ARHGEF17,43,0.00596,11,-1.9783,65,0.75026,26,-0.9591,97,1.32941,34,-0.3535,48,0.18361
ENSG00000054965,FAM168A,149,0.43669,109,-0.0611,136,0.31158,118,0.08276,93,-0.3174,51,-1.2048,108,-0.0780
ENSG00000021300,PLEKHB1,1415,2.89899,171,-0.8189,99,-1.7309,104,-1.8847,177,-0.7694,167,-0.8554,476,0.90419
ENSG00000175582,RAB6A,102,-1.2564,272,0.25411,272,0.28332,303,0.63114,162,-0.5518,196,-0.2617,145,-0.7776
ENSG00000175581,MRPL48,43,0.44140,33,-0.0006,16,-1.1835,50,1.03897,21,-0.6646,28,-0.2406,18,-0.9560
ENSG00000181924,COA4,54,0.94154,19,-0.6939,27,-0.1689,29,-0.0831,14,-1.1950,28,-0.0899,38,0.40689
ENSG00000175575,PAAF1,63,0.79508,23,-0.7813,38,0.00127,39,0.02884,14,-1.4619,30,-0.4032,49,0.43356
ENSG00000214517,PPME1,37,-1.3923,106,0.19451,146,0.80009,114,0.45028,72,-0.4189,49,-0.9854,56,-0.8390
ENSG00000165434,PGM2L1,14,-4.7470,571,0.75809,745,1.41457,366,0.05345,104,-1.8614,273,-0.4155,183,-1.0919
ENSG00000166439,RNF169,12,-0.2903,17,0.26818,18,0.36822,14,-0.0251,13,-0.1915,17,0.27033,11,-0.4864
ENSG00000118363,SPCS2,170,0.44180,86,-0.6115,124,-0.0558,135,0.11585,132,0.04328,66,-1.0145,148,0.25285
ENSG00000137491,SLCO2B1,55,0.25354,18,-1.4334,14,-1.8707,9,-2.8778,259,3.19616,73,0.70105,48,0.04302
ENSG00000137486,ARRB1,85,-0.4033,152,0.50434,135,0.35438,103,-0.1531,101,-0.1400,84,-0.4179,111,0.01114
ENSG00000149273,RPS3,854,1.03642,452,-0.0027,240,-1.0464,288,-0.8902,727,0.76537,746,0.80639,510,0.21022
ENSG00000149243,KLHL35,6,-1.2782,17,0.16778,21,0.54797,21,0.73720,7,-1.2001,7,-1.1476,10,-0.6521
ENSG00000158555,GDPD5,4,-1.9267,14,-0.1637,37,1.72614,11,-0.6857,9,-0.8530,13,-0.2064,13,-0.2344
ENSG00000171533,MAP6,30,-2.0289,156,0.47930,159,0.57549,126,0.19185,113,-0.0261,96,-0.2867,84,-0.5348
ENSG00000062282,DGAT2,1,-3.4094,29,0.70193,45,1.74720,18,-0.0193,7,-1.4701,0,-4.4761,10,-0.9336
ENSG00000198382,UVRAG,30,1.06149,7,-1.1710,19,0.32093,15,-0.0898,14,-0.2055,21,0.49990,9,-0.9266
ENSG00000137492,THAP12,17,-0.9559,32,0.00283,49,0.76497,34,0.14722,26,-0.2899,3,-3.1748,35,0.15893
ENSG00000179240,GVQW3,0,-4.3571,8,-0.9977,32,1.35821,15,0.00233,10,-0.6171,18,0.24282,12,-0.4680
ENSG00000255135,AP002360.1,17,-0.4197,29,0.39049,16,-0.5832,18,-0.5052,17,-0.4199,66,1.80801,20,-0.2203
ENSG00000078124,ACER3,74,1.42938,33,0.08632,41,0.48642,17,-1.1114,33,0.11322,18,-0.8100,31,0.03104
ENSG00000149260,CAPN5,12,-1.0711,9,-1.4557,28,0.18434,34,0.69335,39,0.71991,12,-1.1482,19,-0.4910
ENSG00000149269,PAK1,29,-2.5406,124,-0.3975,141,-0.2138,302,1.75583,84,-0.9826,63,-1.4045,65,-1.4608
ENSG00000074201,CLNS1A,129,0.74568,60,-0.4518,65,-0.3762,71,-0.2637,118,0.59937,70,-0.2263,90,0.17990
ENSG00000048649,RSF1,49,-0.5924,77,0.08583,75,0.06713,50,-0.7442,37,-1.0064,176,1.47606,90,0.38332
ENSG00000087884,AAMDC,43,1.84765,3,-2.0384,6,-1.3495,2,-2.8499,42,1.84007,0,-4.6534,30,1.39727
ENSG00000151366,NDUFC2,194,-0.8015,361,0.15511,318,-0.0479,459,0.81058,314,-0.0648,171,-0.9959,207,-0.7600
ENSG00000159063,ALG8,19,-0.2053,15,-0.5707,24,0.15313,21,-0.0475,34,0.73375,20,-0.1069,20,-0.1571
ENSG00000188997,KCTD21,9,-0.7726,22,0.53202,25,0.90487,13,-0.2761,16,0.02670,1,-3.2023,16,0.07560
ENSG00000118369,USP35,5,-1.7153,1,-3.6000,28,1.10628,16,0.12952,38,1.49035,2,-2.9638,9,-0.9117
ENSG00000033327,GAB2,56,2.08051,11,-0.6427,18,0.12381,7,-1.5435,29,0.93051,11,-0.5957,13,-0.3272
ENSG00000137513,NARS2,8,-0.5580,14,0.28807,14,0.38598,16,0.76055,0,-6.4342,3,-1.7596,10,-0.1926
ENSG00000149256,TENM4,6,-2.7218,42,0.05515,29,-0.5861,69,1.35591,56,0.50456,20,-1.1092,16,-1.4891
ENSG00000182103,FAM181B,185,2.20439,11,-2.2626,17,-1.7283,21,-1.6300,96,0.99549,46,-0.1892,82,0.83423
ENSG00000137509,PRCP,110,1.05718,11,-2.4633,30,-1.0373,35,-0.9570,215,2.30926,29,-1.0474,61,0.11825
ENSG00000137502,RAB30,26,-0.4102,20,-0.7928,39,0.24542,21,-0.8694,62,0.99627,25,-0.4541,53,0.84171
ENSG00000246067,RAB30-DT,24,0.83230,12,-0.2155,9,-0.7927,15,0.06589,3,-2.0113,30,1.17983,13,-0.2012
ENSG00000165494,PCF11,36,0.30133,10,-1.5970,35,0.27923,33,0.20176,31,0.07218,4,-2.7064,37,0.39918
ENSG00000137494,ANKRD42,11,-1.1656,6,-2.1269,27,0.18898,40,1.24021,0,-5.4932,22,-0.1843,20,-0.3286
ENSG00000137500,CCDC90B,67,0.24658,64,0.17032,49,-0.2570,59,0.07700,55,-0.0509,67,0.26284,49,-0.2714
ENSG00000150672,DLG2,105,-0.4211,211,0.68545,180,0.47551,149,0.17603,70,-1.0379,132,-0.0641,89,-0.7252
ENSG00000171204,TMEM126B,81,0.36667,38,-0.7895,51,-0.3762,79,0.48206,78,0.30904,40,-0.7101,56,-0.2202
ENSG00000171202,TMEM126A,32,-0.8141,35,-0.6717,43,-0.3996,80,0.95332,28,-1.0243,56,0.04709,47,-0.2420
ENSG00000137504,CREBZF,69,1.23318,30,-0.1022,28,-0.2153,34,0.10916,38,0.24987,13,-1.3958,23,-0.5858
ENSG00000137501,SYTL2,40,-0.6743,55,-0.1864,31,-1.1210,107,1.41829,33,-0.9440,45,-0.4879,41,-0.6952
ENSG00000073921,PICALM,253,1.53975,55,-0.9301,134,0.51601,66,-0.8366,107,0.10733,111,0.15356,74,-0.5086
ENSG00000074266,EED,23,0.07200,29,0.45397,24,0.18536,23,0.11994,1,-3.7436,26,0.27799,21,-0.0847
ENSG00000149196,HIKESHI,46,-0.6197,103,0.66127,55,-0.3773,79,0.32594,93,0.49323,50,-0.4727,51,-0.4878
ENSG00000151376,ME3,11,-2.3526,29,-0.9425,55,0.06231,95,1.51026,38,-0.5422,37,-0.5802,19,-1.6221
ENSG00000150687,PRSS23,8,-1.0710,5,-1.7427,15,-0.2726,21,0.43029,64,2.24431,6,-1.6402,6,-1.6969
ENSG00000166575,TMEM135,24,0.25438,20,-0.0384,31,0.76024,19,-0.1331,15,-0.4533,10,-0.9965,18,-0.1938
ENSG00000109861,CTSC,14,-0.1519,9,-0.7644,10,-0.7075,11,-0.7189,54,2.10161,19,0.33555,14,-0.2046
ENSG00000168959,GRM5,7,-3.8702,66,-0.5799,168,1.05141,140,0.92934,36,-1.4750,42,-1.2542,50,-1.0639
ENSG00000110172,CHORDC1,16,-1.1465,47,0.46890,45,0.44827,31,-0.2458,30,-0.2281,66,1.02481,23,-0.6989
ENSG00000165323,FAT3,0,-7.4630,8,-0.9219,9,-0.7161,17,0.34485,12,-0.2678,19,0.40204,25,0.95461
ENSG00000180773,SLC36A4,21,-0.2957,29,0.20092,23,-0.1526,26,0.05261,28,0.15384,31,0.31779,23,-0.1937
ENSG00000166004,CEP295,9,-0.7312,6,-1.3806,12,-0.4574,27,1.45840,1,-3.1248,14,-0.1313,11,-0.5323
ENSG00000166012,TAF1D,158,0.46657,79,-0.6083,84,-0.5590,107,-0.1924,50,-1.2897,301,1.57134,113,-0.0738
ENSG00000182919,C11orf54,34,1.09281,10,-0.8319,14,-0.3410,14,-0.4186,20,0.25459,26,0.63226,16,-0.0804
ENSG00000042429,MED17,19,0.26336,22,0.48571,18,0.16217,22,0.72969,0,-4.4142,0,-5.5908,14,-0.2217
ENSG00000166025,AMOTL1,16,-1.3018,21,-0.9589,101,1.92661,18,-1.4269,70,0.95677,40,0.03090,22,-0.9120
ENSG00000150316,CWC15,112,0.23460,136,0.55211,74,-0.4367,96,-0.0128,148,0.69552,89,-0.1212,69,-0.5499
ENSG00000263465,SRSF8,60,-0.3563,57,-0.4499,106,0.60560,64,-0.3383,89,0.26021,78,0.05027,78,0.03798
ENSG00000149218,ENDOD1,183,1.86461,36,-0.8214,74,0.33401,44,-0.6744,41,-0.6152,39,-0.6700,56,-0.1537
ENSG00000149212,SESN3,31,-1.5860,47,-0.9919,148,0.91784,74,-0.4015,95,0.09401,45,-1.0508,133,0.71837
ENSG00000166037,CEP57,38,0.45930,36,0.38837,30,0.09563,35,0.47442,17,-0.7317,13,-1.1433,18,-0.7675
ENSG00000087053,MTMR2,50,1.07790,30,0.22121,35,0.53121,24,-0.1481,1,-4.5764,33,0.37126,15,-0.8637
ENSG00000149231,CCDC82,64,0.62672,37,-0.2358,61,0.61330,39,-0.2184,12,-1.9495,62,0.56600,33,-0.4361
ENSG00000149972,CNTN5,0,-8.4511,3,-3.7274,1,-5.2842,124,5.31545,6,-2.9576,3,-3.6105,4,-3.5590
ENSG00000110318,CEP126,8,-1.8438,9,-1.6678,38,0.49117,35,0.44460,10,-1.5469,59,1.16135,21,-0.4989
ENSG00000137693,YAP1,42,0.95135,4,-2.3705,10,-1.3804,7,-2.0237,113,2.89632,1,-4.1607,34,0.68793
ENSG00000110330,BIRC2,54,0.14908,69,0.53946,50,0.02357,35,-0.6503,102,1.20403,43,-0.1985,39,-0.3628
ENSG00000152558,TMEM123,252,2.59878,7,-3.0063,19,-1.8056,10,-2.9327,220,2.31026,52,-0.1856,47,-0.3786
ENSG00000137692,DCUN1D5,35,-0.0706,61,0.79745,30,-0.3613,47,0.57241,13,-1.6021,39,0.09891,23,-0.7705
ENSG00000187240,DYNC2H1,7,-1.2052,18,0.19597,13,-0.3125,16,0.03032,24,0.61535,18,0.12708,17,0.11931
ENSG00000152578,GRIA4,51,-0.7465,63,-0.4328,38,-1.2525,174,2.20262,15,-2.5730,18,-2.2474,38,-1.2590
ENSG00000170903,MSANTD4,37,0.30273,13,-1.2828,24,-0.3955,46,0.95727,18,-0.7697,18,-0.8025,25,-0.3159
ENSG00000149313,AASDHPPT,76,-0.7665,111,-0.2000,144,0.24106,184,0.92572,49,-1.4180,94,-0.4452,77,-0.8140
ENSG00000152402,GUCY1A2,10,-1.6684,38,0.26618,46,0.65592,35,0.19243,3,-3.3823,65,1.16125,17,-0.9670
ENSG00000152404,CWF19L2,42,1.22060,30,0.68986,12,-0.7342,8,-1.6933,1,-4.4120,46,1.40217,31,0.79853
ENSG00000110675,ELMOD1,14,-3.1463,91,-0.4595,175,0.64373,173,0.83745,58,-1.1253,64,-0.9813,98,-0.3719
ENSG00000166266,CUL5,46,0.15721,25,-0.7444,63,0.75595,40,-0.0668,22,-0.9523,26,-0.6870,45,0.15934
ENSG00000075239,ACAT1,73,-0.0732,54,-0.5568,80,0.06685,84,0.18917,89,0.23122,86,0.17955,63,-0.3429
ENSG00000149308,NPAT,12,-0.2558,14,-0.0127,14,0.07983,17,0.47867,20,0.58568,3,-2.2764,10,-0.5120
ENSG00000149311,ATM,48,1.32265,29,0.44628,22,0.04495,15,-0.6995,28,0.43688,11,-0.9501,18,-0.2547
ENSG00000178105,DDX10,5,-2.0002,24,0.19624,30,0.57853,26,0.48782,18,-0.2552,14,-0.6341,15,-0.6193
ENSG00000185742,C11orf87,1,-5.3534,81,0.21471,81,0.24394,131,1.68729,4,-3.9559,23,-1.6952,26,-1.6265
ENSG00000137710,RDX,276,2.41632,46,-0.6549,39,-0.9416,40,-1.0843,73,0.07024,37,-0.9660,85,0.33967
ENSG00000137714,FDX1,32,-0.0177,39,0.29878,35,0.11860,26,-0.4745,42,0.41176,61,1.03213,21,-0.7041
ENSG00000137727,ARHGAP20,4,-2.8075,12,-1.2998,96,2.54553,26,-0.2681,10,-1.5844,5,-2.6331,13,-1.2891
ENSG00000170145,SIK2,53,0.48272,20,-1.0245,52,0.48537,52,0.67865,4,-3.3221,26,-0.6277,27,-0.5989
ENSG00000137713,PPP2R1B,43,1.53635,5,-1.6098,10,-0.8031,16,-0.1171,20,0.25417,18,0.10473,16,-0.1010
ENSG00000086848,ALG9,25,0.13460,13,-0.8681,29,0.38886,29,0.56163,7,-1.7132,16,-0.5071,20,-0.2663
ENSG00000137720,C11orf1,40,-0.0111,48,0.25224,30,-0.4781,40,-0.0526,40,-0.0201,68,0.81856,36,-0.2001
ENSG00000109846,CRYAB,3818,4.42381,92,-2.4744,101,-2.4519,100,-2.7420,430,-0.1752,118,-2.1120,354,-0.5142
ENSG00000170276,HSPB2,47,1.58249,13,-0.4648,16,-0.1373,8,-1.4128,43,1.43235,0,-5.9863,23,0.44326
ENSG00000150764,DIXDC1,99,1.12607,37,-0.4325,89,1.10221,44,-0.2203,12,-2.0946,29,-0.7946,29,-0.8481
ENSG00000150768,DLAT,35,-0.6224,45,-0.2247,48,-0.1547,75,0.84984,23,-1.2272,53,0.00539,39,-0.4885
ENSG00000150776,NKAPD1,25,0.15503,27,0.25226,18,-0.3798,21,-0.1776,30,0.42701,38,0.78093,17,-0.4645
ENSG00000150779,TIMM8B,73,-0.8086,136,0.14451,75,-0.8197,129,0.09314,170,0.50999,168,0.49104,135,0.15209
ENSG00000204370,SDHD,65,-0.0886,37,-0.9651,54,-0.4087,80,0.31278,77,0.17316,93,0.46040,66,-0.0860
ENSG00000150787,PTS,47,-0.9301,104,0.29048,68,-0.4030,114,0.65616,59,-0.5940,131,0.67292,51,-0.8651
ENSG00000250303,LINC02762,13,-1.4836,48,0.47005,53,0.68495,28,-0.4768,41,0.22411,23,-0.6929,43,0.32034
ENSG00000149294,NCAM1,598,0.70580,368,-0.0763,582,0.74615,334,-0.3030,227,-0.8143,190,-1.0857,374,-0.0524
ENSG00000109906,ZBTB16,59,-0.0104,57,-0.0413,49,-0.3203,68,0.32127,80,0.49062,47,-0.3356,47,-0.3825
ENSG00000180425,C11orf71,29,0.93944,24,0.65362,26,0.86976,10,-0.9497,24,0.66314,1,-3.5165,11,-0.5605
ENSG00000076043,REXO2,36,0.69118,7,-1.7134,17,-0.5283,31,0.71637,38,0.78351,0,-6.3075,19,-0.3481
ENSG00000182985,CADM1,73,-1.2920,124,-0.5088,201,0.27690,197,0.31135,144,-0.2722,115,-0.6140,206,0.32321
