gene,locus,sample_1,sample_2,status,value_1,value_2,log2.fold_change.,test_stat,p_value,q_value
MAML1,chr5:179159850-179204287,E3,E4,OK,15.2239,10.1802,-0.580574,-3.847,5.00E-05,0.000167183
MAML2,chr11:95711439-96076344,E3,E4,OK,6.20308,9.90229,0.674778,4.28144,5.00E-05,0.000167183
MAML3,chr4:140586921-141075233,E3,E4,OK,1.20016,2.07144,0.787413,2.76632,5.00E-05,0.000167183
MAMLD1,chrX:149531550-149682448,E3,E4,OK,3.0091,1.31563,-1.19358,-5.68934,5.00E-05,0.000167183
MAMSTR,chr19:49216254-49222976,E3,E4,OK,0.568721,0.463988,-0.293634,-0.519525,0.30455,0.415308
MAN1A1,chr6:119498365-119670931,E3,E4,OK,5.12871,5.09209,-0.0103375,-0.0623268,0.91435,0.941729
MAN1A2,chr1:117910084-118068320,E3,E4,OK,23.8746,38.5189,0.690089,4.70569,5.00E-05,0.000167183
MAN1B1,chr9:139981378-140003639,E3,E4,OK,20.7894,27.2264,0.389157,2.55774,5.00E-05,0.000167183
MAN1C1,chr1:25943958-26111258,E3,E4,OK,4.88871,37.5718,2.94212,17.8264,5.00E-05,0.000167183
MAN2A1,chr5:109025155-109203429,E3,E4,OK,4.04098,12.9583,1.6811,10.4,5.00E-05,0.000167183
MAN2A2,chr15:91447419-91465815,E3,E4,OK,14.9236,15.9877,0.0993636,0.667892,0.23735,0.340037
MAN2B1,chr19:12757321-12777591,E3,E4,OK,22.1344,23.7065,0.0989952,0.660179,0.2415,0.344869
MAN2B2,chr4:6576901-6624188,E3,E4,OK,11.1756,15.6804,0.488614,3.18746,5.00E-05,0.000167183
MAN2C1,chr15:75648132-75660968,E3,E4,OK,26.8648,18.7203,-0.521112,-3.44286,5.00E-05,0.000167183
MANBA,chr4:103552642-103682151,E3,E4,OK,14.6017,15.3287,0.0701025,0.452992,0.4243,0.538325
MANBAL,chr20:35918050-35945663,E3,E4,OK,35.5146,39.4866,0.152951,0.968692,0.08995,0.152065
MANEA,chr6:96025372-96057328,E3,E4,OK,14.0223,13.1888,-0.0884166,-0.581495,0.30305,0.413636
MANEAL,chr1:38259773-38267278,E3,E4,OK,7.09086,5.698,-0.315505,-1.73169,0.003,0.00748266
MANF,chr3:51422691-51426828,E3,E4,OK,66.5284,99.3806,0.578994,3.80478,5.00E-05,0.000167183
MANSC1,chr12:12482217-12503169,E3,E4,OK,14.5137,15.2148,0.0680602,0.422908,0.4539,0.567798
MANSC4,chr12:27915598-27924209,E3,E4,NOTEST,0,0.0128351,Inf,0,1,1
MAOA,chrX:43514154-43606071,E3,E4,OK,0.0953741,28.0444,8.1999,17.9549,5.00E-05,0.000167183
MAOB,chrX:43625856-43741721,E3,E4,OK,0.15087,16.124,6.73976,11.9458,5.00E-05,0.000167183
MAP10,chr1:232940637-232946092,E3,E4,OK,0.650306,0.767637,0.239306,0.914772,0.11415,0.186061
MAP1A,chr15:43663312-43910998,E3,E4,OK,7.86999,15.7197,0.998143,4.10719,5.00E-05,0.000167183
MAP1B,chr5:71403117-71505397,E3,E4,OK,53.0808,100.078,0.914862,6.27748,5.00E-05,0.000167183
MAP1LC3A,chr20:33134687-33148149,E3,E4,OK,15.9836,25.6284,0.681151,3.79863,5.00E-05,0.000167183
MAP1LC3B,chr16:87425800-87438380,E3,E4,OK,64.0286,61.1295,-0.0668478,-0.454378,0.4187,0.533039
MAP1LC3B2,chr12:116997185-117014425,E3,E4,OK,2.47423,2.50677,0.0188522,0.0551482,0.923,0.947536
MAP1LC3C,chr1:242158791-242162385,E3,E4,OK,0.771843,0.946566,0.294395,0.635338,0.26485,0.370883
MAP1S,chr19:17830302-17845324,E3,E4,OK,10.6059,12.2104,0.203244,1.27899,0.02285,0.0461153
MAP2,chr2:210288770-210598834,E3,E4,OK,21.0857,61.9943,1.55587,10.2645,5.00E-05,0.000167183
MAP2K1,chr15:66679210-66790146,E3,E4,OK,25.6065,27.0004,0.0764717,0.46759,0.40955,0.523952
MAP2K2,chr19:4090319-4124126,E3,E4,OK,67.5448,78.962,0.225314,1.52428,0.00705,0.0161027
MAP2K3,chr17:21187967-21218551,E3,E4,OK,10.2297,17.7958,0.798771,4.82205,5.00E-05,0.000167183
MAP2K4,chr17:11924134-12047051,E3,E4,OK,19.1762,18.7197,-0.0347583,-0.230252,0.6877,0.775988
MAP2K4P1,chrX:72744110-72782921,E3,E4,NOTEST,0.0121089,0.0446777,1.88349,0,1,1
MAP2K5,chr15:67835020-68099455,E3,E4,OK,5.53144,6.53268,0.240021,1.25659,0.0269,0.0531523
MAP2K6,chr17:67410837-67538470,E3,E4,OK,7.01155,3.92457,-0.837198,-4.08724,5.00E-05,0.000167183
MAP2K7,chr19:7968764-7979363,E3,E4,OK,10.0641,9.7683,-0.0430384,-0.267754,0.63945,0.735336
MAP3K1,chr5:56110899-56191978,E3,E4,OK,3.53025,3.25666,-0.116379,-0.701967,0.21915,0.318434
MAP3K10,chr19:40697650-40721482,E3,E4,OK,5.41957,4.8282,-0.166693,-0.942595,0.09815,0.163601
MAP3K11,chr11:65365225-65381720,E3,E4,OK,6.34996,7.62003,0.263048,1.57134,0.00555,0.0129809
MAP3K12,chr12:53845885-53893444,E3,E4,OK,14.351,14.4985,0.0147501,0.0300715,0.9575,0.971787
MAP3K13,chr3:185000728-185206882,E3,E4,OK,8.60772,25.4851,1.56595,8.23171,5.00E-05,0.000167183
MAP3K14,chr17:43325302-43394414,E3,E4,OK,9.78961,13.3331,0.445689,2.82924,5.00E-05,0.000167183
MAP3K14-AS1,chr17:43325302-43394414,E3,E4,OK,2.08199,1.82976,-0.186308,-0.193098,0.7275,0.806494
MAP3K15,chrX:19362010-19533379,E3,E4,OK,9.17815,2.2157,-2.05044,-4.31615,5.00E-05,0.000167183
MAP3K19,chr2:135722272-135782248,E3,E4,NOTEST,0.0693621,0.241703,1.80101,0,1,1
MAP3K2,chr2:128056244-128100805,E3,E4,OK,6.12199,5.62463,-0.122242,-0.806392,0.15215,0.236146
MAP3K3,chr17:61699800-61777519,E3,E4,OK,4.73002,3.46464,-0.449141,-1.69354,0.00335,0.00824397
MAP3K4,chr6:161412821-161538417,E3,E4,OK,8.0291,6.81466,-0.236597,-1.49901,0.0092,0.0204746
MAP3K5,chr6:136878186-137113656,E3,E4,OK,2.45963,1.50726,-0.706511,-3.54075,5.00E-05,0.000167183
MAP3K6,chr1:27681669-27693337,E3,E4,OK,2.04175,2.94908,0.530457,2.69558,5.00E-05,0.000167183
MAP3K7,chr6:91223291-91297020,E3,E4,OK,15.0935,14.7177,-0.0363743,-0.240611,0.6751,0.765316
MAP3K8,chr10:30722949-30750762,E3,E4,OK,0.522712,0.993525,0.926541,2.703,5.00E-05,0.000167183
MAP3K9,chr14:71194853-71275888,E3,E4,OK,1.90341,1.45933,-0.383282,-1.89912,0.00135,0.00363563
MAP4,chr3:47892179-48130769,E3,E4,OK,53.041,78.9262,0.573396,3.94875,5.00E-05,0.000167183
MAP4K1,chr19:39078280-39108643,E3,E4,NOTEST,0.283445,0.317385,0.163167,0,1,1
MAP4K2,chr11:64556608-64570713,E3,E4,OK,7.11342,6.07297,-0.22814,-1.311,0.02195,0.0444714
MAP4K3,chr2:39476406-39664453,E3,E4,OK,15.4599,12.199,-0.341773,-2.23639,1.00E-04,0.00032265
MAP4K4,chr2:102314164-102511152,E3,E4,OK,35.6198,37.3225,0.0673672,0.460147,0.42035,0.534733
MAP4K5,chr14:50885210-50999376,E3,E4,OK,15.4607,15.9798,0.0476411,0.316573,0.5793,0.683233
MAP6,chr11:75297962-75379479,E3,E4,OK,27.6029,39.3264,0.510677,3.33283,5.00E-05,0.000167183
MAP6D1,chr3:183533663-183543393,E3,E4,OK,5.52845,5.98266,0.113913,0.594118,0.29845,0.40828
MAP7,chr6:136663418-136871957,E3,E4,OK,6.26903,13.9205,1.1509,7.21581,5.00E-05,0.000167183
MAP7D1,chr1:36621802-36646441,E3,E4,OK,36.5316,45.3361,0.311513,2.1157,3.00E-04,0.00090347
MAP7D2,chrX:20024830-20135114,E3,E4,OK,0.771283,0.202963,-1.92605,-4.33779,5.00E-05,0.000167183
MAP7D3,chrX:135295378-135338641,E3,E4,OK,9.03969,17.721,0.971119,6.29072,5.00E-05,0.000167183
MAP9,chr4:156263811-156298122,E3,E4,OK,8.74184,11.5552,0.402534,2.6732,5.00E-05,0.000167183
MAPK1,chr22:22113946-22221970,E3,E4,OK,42.8992,39.561,-0.116874,-0.712598,0.21235,0.310525
MAPK10,chr4:86936275-87374283,E3,E4,OK,5.37996,7.67079,0.511781,3.03612,5.00E-05,0.000167183
MAPK11,chr22:50702141-50708779,E3,E4,OK,9.9721,8.59101,-0.215069,-1.25887,0.02735,0.0539075
MAPK12,chr22:50691330-50700089,E3,E4,OK,19.8999,20.8707,0.0687114,0.427612,0.4546,0.568344
MAPK13,chr6:36098260-36112301,E3,E4,OK,0.925824,0.945406,0.0301954,0.132662,0.82045,0.877021
MAPK14,chr6:35995453-36079013,E3,E4,OK,13.0692,11.2214,-0.219916,-1.41987,0.01275,0.0274096
MAPK15,chr8:144798506-144804633,E3,E4,OK,1.26829,5.13249,2.01677,7.74106,5.00E-05,0.000167183
MAPK1IP1L,chr14:55518361-55536912,E3,E4,OK,32.435,31.0225,-0.0642384,-0.440525,0.4419,0.55578
MAPK3,chr16:30125425-30134630,E3,E4,OK,47.4733,46.2186,-0.038642,-0.257018,0.65965,0.75249
MAPK4,chr18:48086483-48258196,E3,E4,OK,0.147648,1.71947,3.54173,9.07945,5.00E-05,0.000167183
MAPK6,chr15:52311410-52358462,E3,E4,OK,40.4264,34.26,-0.238771,-1.62804,0.0044,0.010526
MAPK7,chr17:19240866-19290532,E3,E4,OK,8.79609,7.52164,-0.225815,-0.989027,0.08225,0.140734
MAPK8,chr10:49609686-49643183,E3,E4,OK,12.6824,11.0354,-0.200684,-1.09438,0.0565,0.10182
MAPK8IP1,chr11:45907046-45928016,E3,E4,OK,23.9243,29.2978,0.292315,1.95219,0.0011,0.00300416
MAPK8IP2,chr22:51039130-51049979,E3,E4,OK,4.77825,2.93921,-0.701055,-3.66843,5.00E-05,0.000167183
MAPK8IP3,chr16:1756220-1820318,E3,E4,OK,24.7697,20.9385,-0.242419,-1.65284,0.0035,0.00856286
MAPK9,chr5:179660594-179719071,E3,E4,OK,15.7659,14.314,-0.139379,-0.893868,0.1179,0.190957
MAPKAP1,chr9:128199672-128469513,E3,E4,OK,34.3563,68.1664,0.988486,6.61759,5.00E-05,0.000167183
MAPKAPK2,chr1:206858364-206907630,E3,E4,OK,38.1649,34.3011,-0.15399,-1.04067,0.0688,0.120786
MAPKAPK3,chr3:50649292-50686728,E3,E4,OK,17.0304,18.7107,0.135754,0.8739,0.1269,0.202879
MAPKAPK5,chr12:112277572-112331228,E3,E4,OK,16.2796,12.9959,-0.32501,-1.71033,0.0028,0.00702909
MAPKAPK5-AS1,chr12:112277572-112331228,E3,E4,OK,6.18112,5.43365,-0.185948,-0.596769,0.3004,0.410458
MAPKBP1,chr15:42066631-42120053,E3,E4,OK,4.71654,3.84453,-0.294922,-1.81309,0.00135,0.00363563
MAPRE1,chr20:31407698-31438211,E3,E4,OK,119.798,109.961,-0.123606,-0.850833,0.1355,0.214516
MAPRE2,chr18:32556891-32723432,E3,E4,OK,19.2768,14.8553,-0.375885,-2.48794,5.00E-05,0.000167183
MAPRE3,chr2:27193524-27250087,E3,E4,OK,23.6727,33.4796,0.500055,3.22734,5.00E-05,0.000167183
MAPT,chr17_ctg5_hap1:762280-946818,E3,E4,OK,0.466275,1.19877,1.3623,5.0597,5.00E-05,0.000167183
MAPT-AS1,chr17_ctg5_hap1:762280-946818,E3,E4,NOTEST,0.0253745,0.0225077,-0.172962,0,1,1
MAPT-IT1,chr17_ctg5_hap1:762280-946818,E3,E4,NOTEST,0.0043083,0,#NAME?,0,1,1
1-Mar,chr1:220960038-220987741,E3,E4,OK,5.12586,2.56246,-1.00026,-4.64867,5.00E-05,0.000167183
2-Mar,chr1:220921675-220957596,E3,E4,OK,5.94694,2.93578,-1.0184,-4.39516,5.00E-05,0.000167183
1-Mar,chr4:164445449-165304407,E3,E4,OK,1.48264,1.37349,-0.110329,-0.524252,0.353,0.465961
10-Mar,chr17:60778674-61505067,E3,E4,NOTEST,0.359592,0.149546,-1.26577,0,1,1
11-Mar,chr5:16067473-16179897,E3,E4,NOTEST,0.012201,0.025924,1.08729,0,1,1
2-Mar,chr19:8478186-8503899,E3,E4,OK,26.7601,32.2343,0.268509,1.67136,0.0041,0.00988346
3-Mar,chr5:126203405-126366440,E3,E4,OK,1.84416,2.44186,0.405013,1.96738,6.00E-04,0.00171819
4-Mar,chr2:217122584-217236750,E3,E4,OK,0.0638208,0.895471,3.81055,5.56999,5.00E-05,0.000167183
5-Mar,chr10:94050919-94113721,E3,E4,OK,24.23,17.6712,-0.455396,-3.0358,5.00E-05,0.000167183
6-Mar,chr5:10353750-10440500,E3,E4,OK,35.2471,32.9527,-0.0971046,-0.673092,0.2417,0.344992
7-Mar,chr2:160569009-160625084,E3,E4,OK,33.1492,27.9811,-0.244523,-1.64788,0.0043,0.0103047
8-Mar,chr10:45952816-46090354,E3,E4,OK,7.97632,6.82103,-0.225733,-1.22316,0.03445,0.065956
9-Mar,chr12:58148880-58154193,E3,E4,OK,5.90829,8.657,0.551126,3.20923,5.00E-05,0.000167183
MARCKS,chr6:114178526-114184652,E3,E4,OK,109.321,122.087,0.159337,1.09932,0.05435,0.0984271
MARCKSL1,chr1:32799429-32801840,E3,E4,OK,447.175,333.688,-0.422341,-2.90324,5.00E-05,0.000167183
MARCO,chr2:119699744-119752236,E3,E4,NOTEST,0,0,0,0,1,1
MARK1,chr1:220701567-220837799,E3,E4,OK,3.35608,4.16489,0.311502,1.80258,0.00155,0.00411553
MARK2,chr11:63606399-63678492,E3,E4,OK,8.03609,7.45104,-0.109051,-0.6842,0.23535,0.337684
MARK2P9,chr10:94178417-94179363,E3,E4,NOTEST,0.0196617,0.0820418,2.06097,0,1,1
MARK3,chr14:103851700-103970166,E3,E4,OK,30.5248,30.912,0.0181845,0.121866,0.82735,0.881828
MARK4,chr19:45754515-45808541,E3,E4,OK,9.99522,9.57299,-0.0622696,-0.402899,0.47985,0.592504
MARS,chr12:57881735-57914300,E3,E4,OK,40.1031,51.5507,0.36228,2.13573,5.00E-05,0.000167183
MARS2,chr2:198570027-198573114,E3,E4,OK,4.39133,3.83909,-0.193892,-1.02611,0.07345,0.127688
MARVELD1,chr10:99473464-99477909,E3,E4,OK,12.8586,5.75664,-1.15943,-6.9742,5.00E-05,0.000167183
MARVELD2,chr5:68710938-68737890,E3,E4,OK,0.833744,0.832939,-0.00139326,-0.00328717,0.98425,0.989
MARVELD3,chr16:71660055-71675868,E3,E4,OK,3.25737,3.05991,-0.0902193,-0.408525,0.47125,0.584912
MAS1,chr6:160327973-160329107,E3,E4,NOTEST,0,0,0,0,1,1
MAS1L,chr6_ssto_hap7:795074-796211,E3,E4,NOTEST,0,0,0,0,1,1
MASP1,chr3:186933872-187009810,E3,E4,OK,0.270043,3.9579,3.87348,7.58183,5.00E-05,0.000167183
MASP2,chr1:11086579-11107296,E3,E4,OK,0.867803,1.09014,0.329076,1.01901,0.05895,0.105517
MAST1,chr19:12949258-12985766,E3,E4,OK,0.945154,1.35965,0.524611,2.24591,5.00E-05,0.000167183
MAST2,chr1:46269284-46501796,E3,E4,OK,11.0693,9.79798,-0.176006,-1.15504,0.04085,0.0768259
MAST3,chr19:18208602-18262499,E3,E4,OK,1.56075,2.1981,0.494018,2.53974,5.00E-05,0.000167183
MAST4,chr5:65892175-66465423,E3,E4,OK,1.66785,1.47701,-0.175306,-0.640144,0.26165,0.36739
MASTL,chr10:27443752-27475848,E3,E4,OK,3.81005,3.78588,-0.00918213,-0.0493957,0.9355,0.955819
MAT1A,chr10:82031575-82049434,E3,E4,NOTEST,0.0201953,0.123783,2.61572,0,1,1
MAT2A,chr2:85766100-85788657,E3,E4,OK,239.247,135.407,-0.821199,-4.97767,5.00E-05,0.000167183
MAT2B,chr5:162930069-162946359,E3,E4,OK,29.4404,20.0864,-0.551574,-3.55838,5.00E-05,0.000167183
MATK,chr19:3777966-3801810,E3,E4,NOTEST,0.0265104,0.0217513,-0.285458,0,1,1
MATN1,chr1:31184123-31199593,E3,E4,NOTEST,0.0395118,0.065088,0.720106,0,1,1
MATN1-AS1,chr1:31184123-31199593,E3,E4,NOTEST,0.0464503,0.100998,1.12057,0,1,1
MATN2,chr8:98881310-99048946,E3,E4,OK,2.83949,29.0401,3.35434,19.5532,5.00E-05,0.000167183
MATN3,chr2:20191812-20212455,E3,E4,OK,1.12523,0.693599,-0.69805,-2.21967,1.00E-04,0.00032265
MATN4,chr20:43922086-43946464,E3,E4,NOTEST,0.0215325,0.0229086,0.0893693,0,1,1
MATR3,chr5:138609440-138667366,E3,E4,OK,131.31,106.045,-0.308306,-2.12703,3.00E-04,0.00090347
MAU2,chr19:19431629-19469563,E3,E4,OK,11.3423,11.2323,-0.0140641,-0.0917529,0.8722,0.912824
MAVS,chr20:3827445-3856770,E3,E4,OK,14.3592,13.1576,-0.126079,-0.861892,0.12775,0.204065
MAX,chr14:65381078-65569413,E3,E4,OK,30.6322,26.8495,-0.190155,-0.560819,0.30635,0.417499
MAZ,chr16:29817416-29822504,E3,E4,OK,65.9313,68.9375,0.0643261,0.435195,0.4471,0.561105
MB,chr22:36002810-36019401,E3,E4,NOTEST,0.0461675,0.0948014,1.03803,0,1,1
MB21D1,chr6:74134855-74162043,E3,E4,NOTEST,0.114284,0.0698693,-0.709897,0,1,1
MB21D2,chr3:192514604-192635950,E3,E4,OK,3.79085,3.18423,-0.251574,-1.30845,0.02165,0.0439402
MBD1,chr18:47793251-47808144,E3,E4,OK,22.0572,21.4386,-0.0410391,-0.261148,0.64485,0.73963
MBD2,chr18:51677970-51751158,E3,E4,OK,9.1486,7.65153,-0.257803,-1.2798,0.02485,0.0496408
MBD3,chr19:1576677-1592652,E3,E4,OK,47.8471,51.8022,0.114582,0.776695,0.1676,0.256357
MBD3L1,chr19:8953268-8954016,E3,E4,NOTEST,0,0,0,0,1,1
MBD3L2,chr19:7049350-7051746,E3,E4,NOTEST,0,0,0,0,1,1
MBD3L3,chr19:7056215-7058645,E3,E4,NOTEST,0,0,0,0,1,1
MBD3L4,chr19:7037754-7040184,E3,E4,NOTEST,0,0,0,0,1,1
MBD3L5,chr19:7030593-7033022,E3,E4,NOTEST,0,0,0,0,1,1
MBD4,chr3:129149786-129239191,E3,E4,OK,11.3162,10.0259,-0.174655,-0.745153,0.1974,0.292574
MBD5,chr2:148602569-149271044,E3,E4,OK,6.42549,4.01064,-0.679973,-2.05672,0.00035,0.00104344
MBD6,chr12:57916658-57941114,E3,E4,OK,8.56595,8.29661,-0.0460906,-0.126368,0.8273,0.881828
MBIP,chr14:36767763-36789882,E3,E4,OK,18.6938,16.6554,-0.166575,-1.01146,0.07635,0.13206
MBL1P,chr10:81664653-81691557,E3,E4,NOTEST,0.310664,0.308711,-0.00909812,0,1,1
MBL2,chr10:54525139-54531460,E3,E4,NOTEST,0,0,0,0,1,1
MBLAC1,chr7:99724319-99726121,E3,E4,OK,1.83708,1.96326,0.0958383,0.332572,0.566,0.670953
MBLAC2,chr5:89754019-89770585,E3,E4,OK,1.68065,1.8634,0.148917,0.697425,0.2283,0.329352
MBNL1,chr3:151980404-152183569,E3,E4,OK,10.2967,6.24621,-0.721126,-4.44376,5.00E-05,0.000167183
MBNL1-AS1,chr3:151980404-152183569,E3,E4,NOTEST,0.312099,0.313616,0.00699737,0,1,1
MBNL2,chr13:97874549-98046374,E3,E4,OK,9.87616,29.2638,1.5671,10.3326,5.00E-05,0.000167183
MBNL3,chrX:131503342-131623996,E3,E4,OK,6.87709,1.32165,-2.37946,-14.2563,5.00E-05,0.000167183
MBOAT1,chr6:20099915-20212695,E3,E4,OK,1.44692,1.22639,-0.238567,-1.00651,0.0803,0.137913
MBOAT2,chr2:8996700-9143876,E3,E4,OK,20.2285,11.7521,-0.783474,-5.11704,5.00E-05,0.000167183
MBOAT4,chr8:29920257-30108213,E3,E4,NOTEST,0.1848,0.0852614,-1.116,0,1,1
MBOAT7,chr19:54677105-54693733,E3,E4,OK,31.8422,41.3204,0.375915,2.51185,5.00E-05,0.000167183
MBP,chr18:74690788-74844774,E3,E4,OK,1.26768,3.20781,1.3394,5.89464,5.00E-05,0.000167183
MBTD1,chr17:49254785-49337427,E3,E4,OK,6.98053,5.32465,-0.39065,-2.42362,5.00E-05,0.000167183
MBTPS1,chr16:84087368-84150517,E3,E4,OK,29.8018,33.005,0.147285,1.00084,0.0777,0.134088
MBTPS2,chrX:21857655-21903541,E3,E4,OK,15.327,13.1399,-0.222122,-1.40714,0.01445,0.0306282
MC1R,chr16:89984286-89987385,E3,E4,OK,1.8575,1.30739,-0.506677,-2.05837,2.00E-04,0.000620378
MC2R,chr18:13882042-13915535,E3,E4,NOTEST,0.175307,0.100951,-0.796239,0,1,1
MC3R,chr20:54823787-54824871,E3,E4,NOTEST,0,0,0,0,1,1
MC4R,chr18:58038563-58040001,E3,E4,NOTEST,0.214929,0.061279,-1.81039,0,1,1
MC5R,chr18:13825542-13826861,E3,E4,NOTEST,0,0.0359572,Inf,0,1,1
MCAM,chr11:119179233-119187840,E3,E4,OK,47.9022,48.5266,0.0186859,0.127391,0.82345,0.879223
MCAT,chr22:43528211-43539403,E3,E4,OK,6.51845,7.68581,0.237669,1.28184,0.026,0.0515832
MCC,chr5:112312406-112824527,E3,E4,OK,21.8743,5.74728,-1.92828,-10.0988,5.00E-05,0.000167183
MCCC1,chr3:182733005-182817365,E3,E4,OK,19.2784,14.6417,-0.396897,-2.52451,5.00E-05,0.000167183
MCCC2,chr5:70883114-70954530,E3,E4,OK,29.4022,25.2438,-0.219994,-1.47977,0.0088,0.0196947
MCCD1,chr6_ssto_hap7:2827543-2845430,E3,E4,NOTEST,0.0638821,0,#NAME?,0,1,1
MCEE,chr2:71336805-71357394,E3,E4,OK,6.68423,5.2862,-0.33853,-1.32314,0.02095,0.0426169
MCF2,chrX:138663929-138790381,E3,E4,OK,0.215846,0.570758,1.40287,2.75072,5.00E-05,0.000167183
MCF2L,chr13:113623534-113754053,E3,E4,OK,3.73587,2.09644,-0.833506,-4.75065,5.00E-05,0.000167183
MCF2L-AS1,chr13:113621797-113622952,E3,E4,OK,1.11362,2.01341,0.854388,2.34791,5.00E-05,0.000167183
MCF2L2,chr3:182895830-183145855,E3,E4,OK,1.21912,1.3656,0.163688,0.329867,0.5618,0.667231
MCFD2,chr2:47129008-47303275,E3,E4,OK,45.7326,46.8794,0.0357288,0.232493,0.68385,0.772567
MCHR1,chr22:41075181-41078818,E3,E4,OK,10.9344,11.279,0.0447635,0.270054,0.6397,0.735567
MCHR2,chr6:100367785-100524295,E3,E4,NOTEST,0.199195,0.164708,-0.274271,0,1,1
MCIN,chr5:54515424-54523143,E3,E4,NOTEST,0.0480653,0.00817587,-2.55555,0,1,1
MCL1,chr1:150547026-150552214,E3,E4,OK,280.209,164.804,-0.765749,-5.26343,5.00E-05,0.000167183
MCM10,chr10:13203553-13253104,E3,E4,OK,1.66807,1.89402,0.183275,0.879686,0.12885,0.20567
MCM2,chr3:127317199-127341278,E3,E4,OK,10.7358,11.9596,0.155737,0.985383,0.08645,0.146921
MCM3,chr6:52128811-52149679,E3,E4,OK,15.9865,15.4398,-0.0501916,-0.324786,0.57015,0.674919
MCM3AP,chr21:47649157-47705236,E3,E4,OK,16.5784,14.6097,-0.182374,-1.21325,0.03255,0.0628443
MCM3AP-AS1,chr21:47649157-47705236,E3,E4,OK,0.927791,1.03739,0.161089,0.148277,0.7959,0.858803
MCM4,chr8:48872762-48890719,E3,E4,OK,13.4064,12.0244,-0.156961,-1.03078,0.06735,0.118488
MCM5,chr22:35796115-35820495,E3,E4,OK,8.51343,9.58217,0.170612,1.0064,0.0788,0.135723
MCM6,chr2:136597195-136634047,E3,E4,OK,12.4552,11.6348,-0.0983027,-0.631457,0.2677,0.374388
MCM7,chr7:99690403-99723128,E3,E4,OK,21.8086,26.6138,0.287277,1.15413,0.0442,0.0821845
MCM8,chr20:5931297-5975831,E3,E4,OK,3.93917,3.55742,-0.147059,-0.798476,0.16515,0.253328
MCM9,chr6:119134611-119256327,E3,E4,OK,3.70404,2.43088,-0.607618,-1.50912,0.00775,0.0175502
MCMBP,chr10:121588915-121633140,E3,E4,OK,18.9992,14.8688,-0.35365,-2.3494,5.00E-05,0.000167183
MCMDC2,chr8:67782983-67837777,E3,E4,OK,0.484379,0.510318,0.0752595,0.099327,0.86895,0.910916
MCOLN1,chr19:7587495-7598895,E3,E4,OK,5.67828,9.17139,0.691687,3.75291,5.00E-05,0.000167183
MCOLN2,chr1:85391265-85462796,E3,E4,NOTEST,0.211499,0.222403,0.0725195,0,1,1
MCOLN3,chr1:85483764-85514223,E3,E4,NOTEST,0.0215641,0.404825,4.23059,0,1,1
MCPH1,chr8:6264112-6501140,E3,E4,OK,8.58534,6.8529,-0.325159,-1.82126,0.00175,0.00459246
MCRS1,chr12:49952085-49961911,E3,E4,OK,37.8143,36.4299,-0.0538058,-0.351345,0.5475,0.654521
MCTP1,chr5:94042288-94620279,E3,E4,OK,0.0242829,0.873924,5.1695,3.45688,0.0808,0.138582
MCTP2,chr15:94841429-95027181,E3,E4,NOTEST,0.145234,0.261639,0.849199,0,1,1
MCTS1,chrX:119737743-119755016,E3,E4,OK,4.32415,5.0617,0.227205,1.46339,0.01095,0.0239318
MCU,chr10:74451888-74647452,E3,E4,OK,11.5448,13.2942,0.203546,1.28267,0.02485,0.0496408
MDC1,chr6_ssto_hap7:1999890-2017765,E3,E4,OK,6.25214,6.63568,0.0858951,0.554156,0.3382,0.450854
MDFI,chr6:41606194-41621982,E3,E4,OK,7.20486,4.24563,-0.762991,-3.62508,5.00E-05,0.000167183
MDFIC,chr7:114562208-114659970,E3,E4,OK,6.1822,6.6549,0.106296,0.525955,0.35265,0.465555
MDGA1,chr6:37600283-37665766,E3,E4,OK,0.737411,2.083,1.49812,7.5477,5.00E-05,0.000167183
MDGA2,chr14:47308827-48144157,E3,E4,NOTEST,0.0125321,0.132268,3.39977,0,1,1
MDH1,chr2:63348534-63834330,E3,E4,OK,113.624,119.714,0.0753245,0.502965,0.37935,0.493511
MDH1B,chr2:207602488-207630050,E3,E4,OK,0.946144,2.11122,1.15795,4.19549,5.00E-05,0.000167183
MDH2,chr7:75677392-75695930,E3,E4,OK,151.868,148.212,-0.0351603,-0.240311,0.6687,0.76023
MDK,chr11:46402333-46405387,E3,E4,OK,829.2,194.646,-2.09087,-14.1192,5.00E-05,0.000167183
MDM1,chr12:68688345-68726161,E3,E4,OK,6.35641,5.70644,-0.15562,-0.854815,0.1355,0.214516
MDM2,chr12:69201970-69239320,E3,E4,OK,19.471,23.5907,0.276897,1.88995,0.00115,0.00312996
MDM4,chr1:204485506-204527248,E3,E4,OK,8.34906,7.91761,-0.0765494,-0.507043,0.3839,0.498015
MDN1,chr6:90353230-90529442,E3,E4,OK,2.73179,2.82668,0.04926,0.318749,0.5687,0.673678
MDP1,chr14:24683142-24701576,E3,E4,OK,12.4276,14.1849,0.1908,0.309259,0.58795,0.690361
MDS2,chr1:23953823-23967056,E3,E4,OK,0.421328,0.194194,-1.11745,-1.12628,0.0951,0.159274
ME1,chr6:83920109-84140938,E3,E4,OK,18.1743,92.1789,2.34254,15.7599,5.00E-05,0.000167183
ME2,chr18:48405431-48476162,E3,E4,OK,19.3224,17.4979,-0.143095,-0.95719,0.0963,0.160962
